customer_id,age,tenure_months,orders,avg_order_value,sessions,support_tickets,discount_rate,delivery_delay_days,satisfaction_score,churn,revenue,conversion_rate
10337,64,10,2,1112.81,8,0,0.132,1.6,4.31,1,1931.84,0.0383
10338,33,7,5,1293.92,7,3,0.169,2.7,3.5,1,5376.24,0.0397
10339,27,43,3,637.26,13,1,0.038,1.7,4.41,0,1839.13,0.0468
10340,63,38,6,801.7,8,2,0.199,3.2,4.15,1,3852.97,0.0568
10341,48,29,7,947.16,13,1,0.347,1.6,4.35,1,4329.47,0.0575
10342,31,15,5,635.66,7,2,0.051,3.7,3.8,0,3016.21,0.0385
10343,47,6,7,917.57,9,2,0.322,5.0,4.17,0,4354.79,0.0475
10344,42,35,4,793.77,5,1,0.241,2.5,4.66,0,2409.89,0.0488
10345,61,14,3,788.73,9,3,0.194,6.2,3.13,1,1907.15,0.0279
10346,30,36,3,862.23,4,0,0.153,4.3,3.54,0,2190.93,0.0362
10347,65,42,7,867.82,6,0,0.325,6.0,3.71,1,4100.45,0.0468
10348,62,51,6,890.97,9,2,0.107,2.3,3.69,0,4773.82,0.0436
10349,26,30,2,700.29,3,2,0.174,0.0,4.8,1,1156.88,0.0469
10350,25,1,5,711.21,13,2,0.261,1.2,4.37,1,2627.92,0.0582
10351,43,17,6,820.35,4,1,0.063,1.4,5.0,1,4612.01,0.0604
10352,20,52,5,838.81,7,4,0.215,0.8,4.72,1,3292.33,0.0629
10353,32,32,2,740.29,8,1,0.408,0.0,4.01,0,876.5,0.0529
10354,38,38,5,930.98,10,1,0.118,4.1,3.53,1,4105.62,0.0333
10355,64,28,5,396.31,6,1,0.286,0.0,3.64,1,1414.83,0.0521
10356,65,10,5,667.38,9,2,0.162,4.0,2.72,0,2796.32,0.0338
10357,25,54,10,780.02,9,1,0.064,6.1,3.45,0,7300.99,0.0371
10358,60,47,3,635.97,11,2,0.359,1.1,3.67,1,1222.97,0.0387
10359,22,60,3,1257.3,11,1,0.161,3.1,4.68,0,3164.62,0.0437
10360,53,52,7,854.72,12,0,0.071,1.7,4.82,0,5558.24,0.0557
10361,58,18,4,894.19,12,1,0.369,3.8,3.69,1,2256.94,0.0372
10362,60,16,5,729.19,8,4,0.467,0.4,3.98,0,1943.29,0.0515
10363,28,15,4,846.06,7,0,0.353,2.2,4.87,0,2189.6,0.0658
10364,60,56,9,546.19,7,2,0.155,4.3,4.4,1,4153.77,0.0421
10365,23,34,5,807.55,7,0,0.168,2.3,3.77,0,3359.41,0.0533
10366,42,28,4,615.75,9,1,0.295,0.0,4.02,0,1736.42,0.0503
10367,40,59,5,780.65,9,2,0.243,4.5,3.45,1,2954.76,0.0376
10368,33,37,6,250.0,12,0,0.249,0.2,4.76,0,1126.5,0.0464
10369,19,55,6,568.0,10,2,0.096,2.5,3.72,0,3080.83,0.0522
10370,55,60,8,1215.98,13,1,0.145,3.4,4.09,0,8317.3,0.0425
10371,34,5,6,1057.6,6,0,0.194,2.6,5.0,1,5114.55,0.0601
10372,49,22,4,1179.76,12,1,0.042,6.7,2.66,1,4520.84,0.0393
10373,37,45,5,1196.93,10,4,0.191,3.6,3.35,1,4841.58,0.0337
10374,35,49,4,1018.25,10,0,0.132,2.1,3.6,1,3535.36,0.0507
10375,60,9,9,736.78,7,1,0.335,3.4,3.51,1,4409.63,0.049
10376,22,20,3,590.69,10,1,0.429,2.8,3.86,1,1011.85,0.0286
10377,53,33,5,1136.69,9,1,0.098,2.5,3.72,1,5126.47,0.0386
10378,53,48,8,866.14,14,0,0.237,2.8,4.33,0,5286.92,0.0548
10379,36,7,3,1473.51,12,2,0.078,1.7,4.16,1,4075.73,0.0476
10380,30,37,6,758.73,6,2,0.138,2.8,4.03,0,3924.15,0.0394
10381,18,18,6,1343.22,6,1,0.182,1.5,4.09,1,6592.52,0.0521
10382,62,13,6,810.8,5,1,0.117,0.0,4.4,1,4295.62,0.0617
10383,63,31,4,1184.01,9,0,0.149,4.3,3.67,0,4030.37,0.0457
10384,29,25,4,1274.17,12,1,0.108,1.4,4.14,0,4546.24,0.0459
10385,19,39,3,594.26,11,1,0.091,2.6,4.22,1,1620.55,0.0464
10386,23,20,6,728.75,12,1,0.461,1.1,3.44,0,2356.78,0.0552
10387,21,50,6,591.76,9,0,0.181,1.2,4.51,0,2907.91,0.0601
10388,57,5,4,542.51,10,1,0.279,0.6,4.0,0,1564.6,0.0545
10389,60,52,7,1016.77,10,2,0.069,4.0,3.53,0,6626.29,0.0458
10390,25,2,4,800.84,7,1,0.184,4.4,3.01,1,2613.94,0.035
10391,53,45,3,863.09,13,5,0.054,2.4,3.51,1,2449.45,0.0415
10392,26,21,7,989.06,4,0,0.359,1.5,4.46,1,4437.91,0.0511
10393,35,24,3,385.65,5,0,0.293,0.0,4.81,0,817.96,0.0592
10394,46,2,7,1171.69,11,1,0.064,3.8,3.28,1,7676.91,0.0349
10395,52,43,3,762.73,6,2,0.157,1.2,4.37,0,1928.94,0.0444
10396,59,10,1,983.1,8,0,0.18,0.5,5.0,0,806.14,0.0441
10397,20,40,5,1005.18,19,0,0.077,2.4,3.95,0,4638.91,0.0502
10398,27,44,2,1192.7,12,2,0.171,1.8,4.08,0,1977.5,0.045
10399,31,51,5,823.79,11,0,0.41,0.0,3.67,0,2430.18,0.0595
10400,32,43,2,319.09,10,1,0.17,0.1,4.08,0,529.69,0.0449
10401,65,19,5,864.28,8,1,0.263,3.0,4.08,1,3184.87,0.0427
10402,55,45,9,900.18,8,0,0.218,1.3,4.8,0,6335.47,0.06
10403,33,50,2,591.43,6,3,0.195,3.3,3.44,1,952.2,0.0323
10404,64,20,5,886.87,8,3,0.049,2.6,5.0,0,4217.07,0.0564
10405,41,8,4,759.75,9,1,0.087,4.2,3.89,0,2774.61,0.0349
10406,42,54,5,514.31,8,2,0.169,1.0,3.65,1,2136.96,0.0473
10407,38,9,5,1017.87,9,0,0.136,2.8,4.68,1,4397.2,0.0607
10408,24,36,4,709.07,8,0,0.455,3.5,3.41,1,1545.77,0.0409
10409,62,15,3,748.41,7,0,0.266,1.3,4.51,0,1648.0,0.0418
10410,18,8,4,734.36,9,1,0.087,4.3,3.31,0,2681.88,0.0355
10411,26,47,6,1158.87,8,0,0.399,0.0,3.99,1,4178.89,0.0409
10412,29,9,8,839.77,9,1,0.272,1.0,4.75,0,4890.82,0.0595
10413,31,41,2,869.77,12,2,0.036,0.0,4.28,1,1676.92,0.0557
10414,24,42,4,739.84,8,2,0.176,1.1,4.98,1,2438.51,0.0469
10415,18,4,2,965.72,10,2,0.409,2.1,3.56,0,1141.48,0.0286
10416,50,11,4,1187.33,9,2,0.071,3.8,3.01,1,4412.12,0.0329
10417,64,48,5,1011.97,9,1,0.154,2.1,3.91,0,4280.63,0.0533
10418,23,31,9,1021.72,9,1,0.405,1.4,5.0,1,5471.31,0.0721
10419,32,8,3,1001.56,9,0,0.266,0.0,4.98,0,2205.44,0.0562
10420,42,60,3,504.94,10,1,0.128,0.3,4.7,0,1320.92,0.0435
10421,62,16,4,630.97,15,1,0.105,2.9,4.24,1,2258.87,0.0458
10422,51,1,6,798.75,7,4,0.447,3.9,3.28,1,2650.25,0.053
10423,54,56,5,668.53,10,1,0.039,1.7,5.0,1,3212.29,0.0532
10424,45,1,6,583.87,6,0,0.34,4.5,4.0,0,2312.13,0.0462
10425,38,34,2,381.96,13,1,0.163,0.8,4.52,1,639.4,0.0471
10426,27,60,6,513.37,8,1,0.276,1.7,4.64,1,2230.08,0.0455
10427,59,35,3,785.87,5,1,0.232,1.9,3.59,1,1810.64,0.0474
10428,56,36,2,832.64,6,0,0.181,5.0,3.3,0,1363.86,0.0351
10429,19,24,2,651.74,13,0,0.159,2.6,4.02,1,1096.23,0.0271
10430,52,8,9,869.73,13,1,0.368,0.0,4.95,1,4947.02,0.0563
10431,22,35,3,741.54,8,0,0.368,4.0,3.3,1,1405.96,0.0296
10432,53,54,4,1122.64,13,0,0.059,5.5,3.58,1,4225.62,0.0413
10433,57,6,6,809.59,8,2,0.36,2.0,3.95,0,3108.83,0.0455
10434,24,53,5,1024.08,4,2,0.187,0.9,3.53,0,4162.89,0.0503
10435,38,25,3,900.8,8,0,0.212,3.9,3.67,0,2129.49,0.0368
10436,23,33,2,499.48,6,2,0.219,5.7,3.62,0,780.19,0.0309
10437,45,10,5,827.34,9,4,0.165,3.8,2.85,0,3454.14,0.041
10438,62,38,6,541.09,13,1,0.163,0.0,5.0,0,2717.35,0.062
10439,21,11,5,822.97,7,2,0.032,3.7,3.94,1,3983.17,0.0446
10440,37,17,3,663.72,12,2,0.328,3.1,4.0,1,1338.06,0.0434
10441,64,44,5,945.49,11,1,0.114,0.8,4.36,0,4188.52,0.0544
10442,32,4,8,514.41,7,0,0.262,4.6,3.28,1,3037.08,0.0426
10443,24,27,6,853.68,7,1,0.151,3.1,3.65,0,4348.65,0.0435
10444,41,36,4,993.1,10,3,0.044,4.6,3.63,1,3797.61,0.0502
10445,42,8,3,1076.9,13,3,0.304,0.6,3.9,1,2248.57,0.0432
10446,49,18,5,658.96,11,1,0.256,3.1,4.03,0,2451.33,0.0547
10447,33,21,7,854.44,4,0,0.126,0.9,4.03,0,5227.46,0.0502
10448,63,40,4,896.04,10,3,0.208,2.8,4.0,1,2838.65,0.0496
10449,43,59,5,1236.78,9,1,0.49,4.9,3.85,0,3153.79,0.0525
10450,31,51,6,479.67,9,2,0.064,0.0,3.67,0,2693.83,0.0503
10451,64,12,6,622.22,14,1,0.246,0.1,4.51,0,2814.92,0.0532
10452,62,2,4,1551.12,6,2,0.08,4.0,3.0,1,5708.12,0.0337
10453,41,4,4,781.73,9,1,0.024,2.4,3.23,1,3051.87,0.0408
10454,19,36,4,377.25,7,0,0.103,4.4,3.54,1,1353.57,0.0407
10455,46,10,6,704.36,11,2,0.09,1.0,5.0,0,3845.81,0.0581
10456,44,14,4,250.0,12,0,0.348,2.5,4.5,0,652.0,0.0458
10457,25,51,6,910.23,7,5,0.126,3.6,4.08,0,4773.25,0.0594
10458,48,53,4,1052.45,7,0,0.158,2.8,4.37,0,3544.65,0.0457
10459,58,51,6,622.08,11,3,0.16,0.0,4.39,1,3135.28,0.053
10460,23,16,7,732.32,3,2,0.185,7.2,3.51,1,4177.89,0.0436
10461,52,38,12,1080.91,11,4,0.318,2.8,3.41,0,8846.17,0.0577
10462,24,37,4,412.45,9,1,0.061,0.1,4.69,0,1549.16,0.0627
10463,53,12,7,519.61,8,5,0.284,2.9,4.11,0,2604.29,0.0624
10464,38,34,4,792.97,9,1,0.276,3.1,4.26,1,2296.44,0.0478
10465,18,32,9,661.92,9,3,0.305,4.1,4.12,1,4140.31,0.0494
10466,64,24,9,776.53,11,1,0.287,4.0,3.86,0,4982.99,0.0384
10467,25,46,5,534.06,9,4,0.048,2.0,4.6,0,2542.13,0.0465
10468,46,41,2,903.58,9,0,0.243,0.0,4.51,1,1368.02,0.0485
10469,26,32,4,812.69,13,2,0.285,3.2,4.78,1,2324.29,0.0415
10470,62,44,5,987.3,8,0,0.223,0.0,4.86,1,3835.66,0.0482
10471,53,46,5,900.1,17,1,0.034,4.5,3.52,1,4347.48,0.041
10472,56,35,5,901.67,10,1,0.076,1.2,3.75,0,4165.72,0.0533
10473,38,17,6,488.42,14,1,0.115,3.5,3.51,0,2593.51,0.0429
10474,40,46,7,973.15,9,0,0.465,1.3,3.93,0,3644.45,0.0583
10475,48,44,9,767.28,10,0,0.348,1.6,4.27,0,4502.4,0.0608
10476,55,60,4,808.35,6,0,0.272,1.0,3.85,0,2353.92,0.0543
10477,58,9,5,1112.07,11,2,0.181,3.6,4.33,1,4553.93,0.0603
10478,18,26,5,670.14,9,2,0.313,1.3,4.22,1,2301.93,0.0669
10479,49,56,9,1187.8,7,0,0.3,3.7,3.97,1,7483.14,0.0554
10480,23,31,3,1211.12,5,3,0.246,1.4,3.52,1,2739.55,0.0392
10481,31,57,7,1038.2,10,1,0.429,2.0,3.79,0,4149.69,0.0511
10482,57,1,4,604.84,14,1,0.307,2.5,3.05,1,1676.62,0.0491
10483,30,3,3,303.43,8,1,0.329,2.7,4.74,1,610.8,0.0413
10484,56,48,6,1119.71,6,0,0.172,0.8,3.82,0,5562.72,0.0604
10485,40,22,4,877.85,9,1,0.523,3.6,3.25,1,1674.94,0.0376
10486,29,32,9,663.7,12,1,0.52,1.9,4.79,0,2867.18,0.0609
10487,34,26,3,1143.39,8,0,0.129,3.3,4.18,1,2987.68,0.0373
10488,43,25,5,634.61,10,1,0.031,2.4,4.12,0,3074.69,0.0405
10489,54,57,6,743.96,8,2,0.315,3.4,3.94,1,3057.68,0.0455
10490,47,6,3,981.22,6,1,0.268,1.7,4.62,1,2154.76,0.0558
10491,62,47,6,571.6,5,3,0.079,1.1,4.15,0,3158.66,0.0488
10492,59,54,3,822.63,12,2,0.055,3.1,3.15,1,2332.16,0.046
10493,54,40,3,1122.28,3,0,0.186,1.6,4.64,0,2740.61,0.0448
10494,46,24,4,902.78,8,0,0.132,4.9,3.91,1,3134.45,0.0336
10495,31,10,6,1161.86,10,0,0.192,2.5,4.68,0,5632.7,0.055
10496,37,41,4,1133.4,9,0,0.327,0.1,4.02,0,3051.11,0.0543
10497,23,29,6,851.93,10,2,0.034,1.4,3.82,0,4937.79,0.0516
10498,35,9,3,265.81,9,4,0.021,0.7,4.25,1,780.68,0.0486
10499,62,22,5,573.56,7,1,0.163,4.2,3.32,0,2400.35,0.0496
10500,38,58,5,1040.83,9,0,0.12,3.7,2.88,1,4579.65,0.039
10501,23,16,3,462.44,11,1,0.27,2.3,4.17,0,1012.74,0.0412
10502,49,11,5,768.33,6,0,0.073,2.9,4.48,0,3561.21,0.0428
10503,64,41,2,934.62,8,0,0.232,2.3,4.13,0,1435.58,0.048
10504,59,12,5,1217.39,12,1,0.229,3.9,4.04,1,4693.04,0.0424
10505,31,56,4,706.25,13,3,0.318,3.3,3.89,1,1926.65,0.0411
10506,39,52,15,689.13,5,1,0.346,3.6,3.86,0,6760.37,0.0625
10507,43,60,11,836.89,11,0,0.096,2.1,4.28,1,8322.03,0.0706
10508,29,55,6,937.73,5,3,0.198,1.3,4.67,1,4512.36,0.0573
10509,30,15,4,811.44,13,1,0.088,3.5,3.44,0,2960.13,0.0391
10510,29,13,5,1112.32,10,3,0.171,5.0,3.75,1,4610.57,0.041
10511,65,21,4,650.21,10,0,0.133,4.3,3.29,0,2254.93,0.0347
10512,53,29,4,880.04,9,1,0.268,5.1,3.22,0,2576.76,0.0333
10513,58,53,5,961.3,7,0,0.55,2.7,4.65,0,2162.92,0.0489
10514,57,45,2,749.94,8,2,0.038,0.8,3.71,1,1442.88,0.0463
10515,64,39,11,1059.93,7,1,0.34,0.9,4.23,0,7695.09,0.0599
10516,23,53,5,887.24,13,2,0.196,4.7,4.62,0,3566.7,0.055
10517,60,39,7,1047.21,10,0,0.263,0.0,5.0,1,5402.56,0.0613
10518,21,23,4,898.53,9,4,0.099,5.0,2.97,0,3238.3,0.0319
10519,40,25,2,944.1,6,0,0.032,1.1,4.15,0,1827.78,0.0506
10520,46,32,7,691.9,4,2,0.109,5.7,3.3,1,4315.38,0.0405
10521,35,6,3,692.31,15,0,0.098,2.3,4.78,0,1873.39,0.047
10522,25,45,2,1156.1,7,0,0.419,3.6,3.5,0,1343.39,0.0342
10523,27,40,7,1008.88,9,0,0.249,6.5,2.95,0,5303.68,0.0455
10524,57,44,3,594.26,8,0,0.169,1.8,4.6,1,1481.49,0.0495
10525,33,33,7,895.22,9,1,0.191,1.8,3.42,0,5069.63,0.0564
10526,32,47,3,256.56,12,1,0.45,1.2,3.87,1,423.32,0.043
10527,62,57,6,706.51,6,1,0.224,0.7,4.34,0,3289.51,0.0615
10528,24,35,5,1090.26,10,0,0.293,1.8,4.26,0,3854.07,0.0519
10529,61,27,3,818.71,3,0,0.42,1.5,3.72,1,1424.56,0.0483
10530,62,7,9,879.48,12,1,0.326,0.3,4.61,0,5334.93,0.0675
10531,46,47,4,250.0,9,0,0.177,2.0,4.49,0,823.0,0.0436
10532,25,55,5,751.94,7,2,0.043,3.2,3.53,1,3598.03,0.0437
10533,25,42,4,934.57,6,0,0.095,0.9,5.0,0,3383.14,0.0603
10534,31,52,6,966.32,12,0,0.068,2.1,4.37,0,5403.66,0.0591
10535,45,52,5,1090.59,5,2,0.197,4.8,3.08,1,4378.72,0.0449
10536,25,48,4,797.44,9,3,0.352,0.0,5.0,0,2066.96,0.0569
10537,39,31,3,808.59,7,2,0.136,5.7,3.14,1,2095.87,0.0403
10538,23,6,6,516.97,7,4,0.087,1.3,4.05,1,2831.96,0.0481
10539,43,1,7,798.87,8,1,0.225,2.7,3.79,0,4333.87,0.0403
10540,19,13,6,534.61,6,2,0.211,4.6,3.85,1,2530.84,0.0426
10541,52,26,4,388.03,12,3,0.12,5.1,3.17,0,1365.87,0.0423
10542,20,45,9,578.71,12,1,0.418,3.2,3.73,0,3031.28,0.0441
10543,27,28,6,1227.17,11,1,0.394,1.2,4.21,1,4461.99,0.0444
10544,26,2,6,782.36,7,1,0.18,1.1,4.08,0,3849.21,0.0423
10545,57,13,5,904.97,8,0,0.201,1.4,4.83,1,3615.36,0.0591
10546,20,59,5,721.63,7,0,0.165,5.6,3.03,1,3012.81,0.0268
10547,38,60,5,402.36,8,3,0.187,1.7,3.98,0,1635.59,0.0523
10548,46,23,2,1084.03,13,1,0.185,3.0,4.0,1,1766.97,0.0362
10549,42,49,4,306.95,4,0,0.067,0.6,4.44,0,1145.54,0.0471
10550,50,44,3,711.3,11,2,0.168,0.4,4.76,0,1775.4,0.0454
10551,56,56,7,836.35,13,3,0.291,2.4,3.19,0,4150.81,0.0475
10552,36,54,6,907.62,5,2,0.074,1.8,4.33,1,5042.74,0.0482
10553,57,38,4,668.38,7,1,0.037,2.0,3.58,0,2574.6,0.0438
10554,33,24,3,390.51,8,4,0.193,0.0,3.97,1,945.42,0.0499
10555,65,38,4,649.73,7,0,0.033,2.3,3.58,1,2513.16,0.0469
10556,42,20,3,662.81,6,0,0.244,5.0,3.55,1,1503.25,0.0405
10557,53,21,2,656.73,4,3,0.181,0.9,3.88,1,1075.72,0.0427
10558,60,37,4,1092.51,14,3,0.183,3.9,4.34,0,3570.32,0.0383
10559,56,35,5,546.6,4,0,0.174,0.0,4.71,0,2257.46,0.0596
10560,58,35,7,925.24,8,3,0.015,1.0,4.32,0,6379.53,0.0598
10561,43,24,3,889.57,10,0,0.182,0.0,4.1,0,2183.0,0.0471
10562,20,25,3,1090.11,6,1,0.071,4.5,4.02,0,3038.14,0.037
10563,41,1,5,816.72,10,0,0.207,3.9,4.64,1,3238.29,0.0634
10564,26,37,4,1047.78,8,2,0.195,0.6,4.68,0,3373.85,0.0454
10565,60,35,4,806.94,7,1,0.147,2.9,3.39,0,2753.28,0.0438
10566,29,57,4,958.6,9,1,0.142,4.4,3.5,0,3289.92,0.0448
10567,28,31,3,474.26,15,5,0.253,4.7,3.3,1,1062.82,0.032
10568,29,29,4,250.0,6,2,0.383,1.7,3.83,1,617.0,0.0449
10569,48,5,10,944.39,8,0,0.274,0.0,5.0,1,6856.27,0.0634
10570,45,12,4,957.8,10,2,0.233,0.9,4.02,1,2938.53,0.0486
10571,63,21,6,968.88,6,1,0.044,3.7,3.81,0,5557.5,0.0512
10572,37,23,5,718.77,7,2,0.145,6.0,3.05,0,3072.74,0.0336
10573,31,22,9,1222.43,10,5,0.288,2.3,3.79,1,7833.33,0.0714
10574,20,24,8,735.03,8,1,0.083,1.4,4.87,1,5392.18,0.0571
10575,18,47,6,955.22,11,1,0.135,6.5,3.38,1,4957.59,0.0459
10576,35,8,4,998.66,7,2,0.383,3.1,3.74,1,2464.69,0.0458
10577,62,20,5,1279.69,9,1,0.176,0.3,3.96,0,5272.32,0.0523
10578,43,10,5,770.74,9,2,0.45,2.2,4.55,0,2119.54,0.0602
10579,60,19,5,686.7,8,1,0.502,4.1,3.7,1,1709.88,0.0329
10580,22,42,4,475.46,10,1,0.306,2.3,4.0,0,1319.88,0.0483
10581,22,3,5,1238.09,8,3,0.074,3.8,2.56,0,5732.36,0.032
10582,58,21,7,955.35,9,0,0.402,0.0,4.54,1,3999.1,0.0566
10583,23,2,10,963.27,10,1,0.056,0.0,4.32,1,9093.27,0.0588
10584,20,58,10,1629.18,15,0,0.237,1.2,3.56,0,12430.64,0.049
10585,37,44,8,931.26,9,3,0.162,1.9,4.4,0,6243.17,0.0461
10586,62,15,2,524.42,8,2,0.162,3.0,3.62,0,878.93,0.0382
10587,51,12,7,801.02,6,0,0.251,3.5,4.82,0,4199.75,0.0535
10588,22,6,4,606.3,9,0,0.075,6.6,4.05,0,2243.31,0.0356
10589,58,29,5,751.03,12,1,0.329,1.1,3.98,0,2519.71,0.0547
10590,58,46,4,749.35,6,1,0.106,1.9,4.77,1,2679.68,0.0538
10591,56,36,4,703.24,7,0,0.204,1.2,5.0,0,2239.12,0.0523
10592,61,53,6,501.68,9,4,0.047,4.2,3.19,0,2868.61,0.0594
10593,29,21,2,1248.13,9,1,0.114,4.3,3.26,0,2211.69,0.0373
10594,65,17,9,924.71,15,3,0.075,1.6,3.04,0,7698.21,0.0643
10595,33,29,7,793.63,5,2,0.106,5.9,3.51,0,4966.54,0.0387
10596,56,13,4,1039.41,6,0,0.146,1.2,3.95,1,3550.62,0.0491
10597,45,59,3,967.77,5,1,0.111,4.2,3.93,1,2581.04,0.0314
10598,55,12,6,918.92,6,1,0.192,4.9,3.36,1,4454.92,0.0387
10599,48,29,3,1021.25,6,1,0.025,0.1,4.13,0,2987.16,0.0447
10600,48,32,3,883.48,9,1,0.219,3.4,3.64,1,2069.99,0.0566
10601,47,4,5,1017.56,8,0,0.097,0.0,4.02,1,4594.28,0.0485
10602,55,29,5,1038.28,11,2,0.342,3.8,3.46,0,3415.94,0.0403
10603,53,28,3,890.68,16,0,0.13,0.5,4.18,0,2324.67,0.039
10604,24,16,5,794.9,10,1,0.224,3.4,3.88,0,3084.21,0.0482
10605,57,8,1,1232.6,10,3,0.071,3.7,3.68,1,1145.09,0.0246
10606,43,3,3,730.52,12,1,0.269,4.3,3.24,1,1602.03,0.04
10607,33,1,5,947.83,8,1,0.118,3.9,4.29,1,4179.93,0.0357
10608,42,29,4,953.48,8,1,0.173,2.5,3.98,0,3154.11,0.0445
10609,64,6,2,697.61,9,2,0.223,1.8,4.75,1,1084.09,0.034
10610,59,58,9,648.04,7,5,0.384,2.3,3.79,0,3592.73,0.0498
10611,58,15,3,761.54,14,2,0.121,0.5,4.34,0,2008.18,0.047
10612,40,40,4,726.95,5,2,0.09,2.0,3.82,1,2646.1,0.0416
10613,55,41,4,485.47,14,2,0.182,1.9,4.33,0,1588.46,0.0455
10614,36,30,2,687.13,9,0,0.101,1.1,4.42,1,1235.46,0.0503
10615,50,54,9,916.56,11,1,0.335,0.0,4.89,1,5485.61,0.077
10616,48,7,9,1166.49,11,0,0.045,0.2,5.0,0,10025.98,0.0663
10617,29,15,5,988.6,12,1,0.211,0.0,4.17,1,3900.03,0.0484
10618,30,16,5,250.0,11,1,0.207,1.9,4.43,0,991.25,0.0517
10619,20,9,5,1010.33,9,0,0.225,3.0,4.32,1,3915.03,0.0463
10620,24,18,2,710.46,5,1,0.169,0.0,4.71,1,1180.78,0.0538
10621,38,19,8,963.27,13,0,0.093,2.8,3.9,1,6989.49,0.0529
10622,40,46,4,846.47,15,1,0.118,2.2,3.92,0,2986.35,0.036
10623,25,19,5,801.83,6,0,0.058,0.4,4.27,1,3776.62,0.0599
10624,38,53,5,824.44,14,1,0.181,1.7,3.92,1,3376.08,0.0544
10625,47,47,9,844.39,11,2,0.115,4.2,3.27,0,6725.57,0.0548
10626,29,55,3,1186.1,14,2,0.19,0.7,4.23,0,2882.22,0.0445
10627,34,7,6,845.08,5,2,0.127,2.5,3.61,0,4426.53,0.0488
10628,35,60,4,1121.38,8,1,0.127,3.0,4.16,1,3915.86,0.0382
10629,42,37,2,1084.98,15,2,0.269,1.0,4.25,1,1586.24,0.0434
10630,35,59,3,1016.76,11,1,0.059,4.1,3.84,1,2870.31,0.0409
10631,53,22,9,403.35,14,0,0.227,3.1,3.92,0,2806.11,0.0481
10632,33,58,3,1129.16,12,3,0.327,2.0,3.97,0,2279.77,0.0455
10633,38,36,7,735.52,8,0,0.068,6.4,3.34,0,4798.53,0.0402
10634,36,5,6,1028.93,13,1,0.126,4.1,4.11,0,5395.71,0.0441
10635,26,25,4,606.87,9,3,0.171,0.0,4.1,1,2012.38,0.0593
10636,50,9,3,553.73,5,1,0.55,1.7,4.36,0,747.54,0.045
10637,29,57,4,1344.1,8,2,0.03,6.6,2.62,0,5215.11,0.0296
10638,32,19,3,610.75,11,0,0.029,0.7,4.79,0,1779.11,0.0422
10639,56,14,6,1136.53,10,0,0.394,2.5,3.9,1,4132.42,0.0519
10640,63,34,4,879.61,7,3,0.198,4.5,3.08,1,2821.79,0.0329
10641,50,26,6,744.97,17,1,0.067,3.5,3.36,1,4170.34,0.0493
10642,61,6,6,838.79,14,1,0.12,3.8,3.27,1,4428.81,0.0345
10643,59,49,7,524.73,15,1,0.312,3.7,3.62,0,2527.1,0.0489
10644,41,51,3,846.56,11,0,0.061,2.4,4.84,1,2384.76,0.0348
10645,54,45,4,579.31,11,0,0.166,1.1,4.11,0,1932.58,0.0525
10646,33,38,1,751.14,16,3,0.106,3.1,2.75,1,671.52,0.0246
10647,40,25,1,1081.32,7,2,0.076,1.7,4.26,0,999.14,0.0399
10648,43,33,4,913.55,7,3,0.096,1.6,3.51,1,3303.4,0.0406
10649,64,32,4,479.46,9,0,0.242,4.9,4.08,0,1453.72,0.0353
10650,58,10,3,1062.87,10,2,0.142,1.8,3.89,0,2735.83,0.0408
10651,41,5,8,848.23,5,1,0.281,5.3,3.42,0,4879.02,0.0444
10652,49,16,3,714.45,5,1,0.312,2.8,4.53,0,1474.62,0.0487
10653,27,28,5,1036.67,7,0,0.233,2.1,4.5,0,3975.63,0.0531
10654,56,10,4,808.2,10,1,0.209,0.0,3.94,0,2557.14,0.0443
10655,44,7,7,558.58,15,1,0.218,6.0,2.93,1,3057.67,0.0486
10656,43,52,4,1311.95,8,0,0.104,2.4,3.37,1,4702.03,0.0437
10657,54,23,5,845.68,10,4,0.455,0.0,5.0,1,2304.48,0.0548
10658,48,36,6,829.65,11,1,0.217,4.1,3.37,1,3897.7,0.0449
10659,21,32,3,748.72,11,0,0.204,2.3,4.71,1,1787.94,0.0488
10660,31,45,8,1144.99,9,1,0.132,0.8,4.12,1,7950.81,0.0554
10661,26,45,5,718.78,4,3,0.413,4.0,3.09,0,2109.62,0.0373
10662,53,18,6,463.76,9,1,0.145,0.0,4.51,0,2379.09,0.0633
10663,19,51,6,680.33,7,2,0.309,1.2,4.04,0,2820.65,0.0626
10664,27,23,2,1181.69,9,1,0.264,1.9,4.52,0,1739.45,0.0313
10665,46,51,4,1058.03,14,2,0.248,3.8,4.08,1,3182.55,0.0506
10666,51,25,5,786.25,10,3,0.109,6.2,2.92,1,3502.74,0.0337
10667,42,7,4,1193.31,6,0,0.038,2.0,3.59,1,4591.86,0.0453
10668,59,46,5,1036.99,9,3,0.312,3.2,3.19,1,3567.25,0.0494
10669,62,2,5,783.35,12,2,0.538,7.1,2.09,1,1809.54,0.0109
10670,24,47,7,808.52,2,4,0.13,2.4,3.64,1,4923.89,0.0539
10671,63,3,4,932.33,12,2,0.116,3.2,3.82,1,3296.72,0.0505
10672,47,13,5,642.03,8,3,0.229,0.3,3.73,1,2475.03,0.0461
10673,48,37,3,851.13,8,2,0.228,5.7,2.81,0,1971.22,0.0207
10674,22,57,5,927.13,12,0,0.389,1.2,4.38,0,2832.38,0.0622
